id,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2655,0,0,0,0,18,1,2,1,0,0,2,2,0,2,0,1,0,95.05,706,0
2656,0,0,1,1,7,1,0,2,1,1,1,1,1,1,1,0,3,20.65,362,0
2657,1,0,0,0,18,1,0,0,0,0,2,2,0,0,0,0,1,55.2,62,0
2658,0,0,1,1,46,1,0,1,0,0,2,2,0,2,1,0,0,90.95,1924,0
2659,0,0,1,1,18,1,0,0,2,2,0,2,0,0,1,1,3,61.5,102,0
2660,1,1,0,0,65,1,2,1,2,0,2,2,2,2,2,1,2,109.05,2668,0
2661,0,0,0,0,18,1,2,1,0,2,0,0,2,0,0,1,1,90.0,566,1
2662,1,0,0,0,18,1,2,1,0,0,0,0,2,0,0,0,0,84.3,576,0
2663,0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,20.15,193,0
2664,1,0,1,1,18,0,1,0,0,2,2,0,2,0,1,0,1,46.4,2892,0
2665,0,0,0,0,46,1,0,0,0,0,0,0,0,0,0,0,0,44.95,1097,0
2666,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,20.2,450,0
2667,0,1,0,0,65,0,1,0,0,2,2,0,2,2,2,1,0,53.5,1705,0
2668,0,0,0,0,25,1,0,2,1,1,1,1,1,1,0,1,1,19.2,2265,0
2669,0,1,1,0,18,1,2,1,0,0,0,2,2,2,0,0,0,99.75,843,1
2670,1,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,3,25.15,2096,0
2671,0,1,0,0,18,1,0,1,0,2,0,0,0,0,0,1,2,73.55,386,0
2672,1,0,0,0,18,1,2,0,2,0,2,0,2,0,0,0,3,69.5,218,0
2673,0,0,1,1,18,1,0,0,0,0,0,0,2,0,0,0,3,55.95,100,0
2674,0,0,0,0,25,1,2,2,1,1,1,1,1,1,2,0,1,24.75,2614,1
2675,0,1,0,0,3,1,0,1,0,0,2,0,0,0,0,0,2,73.85,960,0
2676,1,1,0,0,18,1,2,1,0,2,0,0,0,0,0,1,1,80.55,449,0
2677,1,0,0,0,18,1,0,2,1,1,1,1,1,1,1,0,3,19.65,1873,0
2678,1,0,0,0,18,1,2,1,0,0,2,0,0,2,0,1,1,90.7,636,1
2679,0,0,0,0,18,1,0,1,0,2,2,0,0,0,0,0,2,77.8,383,0
2680,1,0,1,1,72,1,2,1,2,2,0,2,2,2,2,1,1,107.7,2854,0
2681,0,0,0,1,18,1,2,0,2,0,0,0,0,0,0,0,3,57.65,3160,0
2682,1,1,0,0,5,1,0,1,0,0,0,0,0,0,0,1,3,70.25,1631,1
2683,0,0,0,1,18,1,0,2,1,1,1,1,1,1,1,0,0,20.15,1816,1
2684,1,0,0,0,18,1,0,0,2,0,0,0,0,0,0,0,2,49.4,2997,1
2685,0,0,1,1,18,1,2,2,1,1,1,1,1,1,2,0,3,25.1,1935,0
2686,0,0,1,1,18,1,0,2,1,1,1,1,1,1,2,0,3,19.35,1559,0
2687,1,0,1,1,18,1,0,1,0,0,2,0,2,2,0,0,3,95.15,789,1
2688,0,1,0,0,4,1,0,1,0,2,0,0,0,0,0,0,2,72.75,1580,0
2689,0,0,1,1,18,1,0,2,1,1,1,1,1,1,0,1,3,20.25,1849,0
2690,1,0,1,0,18,1,2,1,0,0,0,0,0,0,0,1,2,73.15,337,0
2691,1,0,1,0,18,1,2,1,0,0,0,0,2,2,0,1,2,94.7,716,1
2692,1,0,0,0,18,1,2,1,0,0,0,0,0,0,0,0,3,74.15,410,0
2693,1,0,1,1,34,1,2,1,0,2,0,0,2,2,0,1,0,97.7,1665,0
2694,0,0,0,0,15,1,0,1,2,2,0,0,2,2,0,1,1,99.1,467,1
2695,1,0,1,1,18,1,0,2,1,1,1,1,1,1,1,0,0,20.05,1677,0
2696,1,0,0,0,18,1,0,2,1,1,1,1,1,1,2,0,1,20.05,1803,0
2697,0,0,0,0,72,1,0,2,1,1,1,1,1,1,2,0,1,20.25,611,0
2698,0,0,0,0,18,0,1,0,2,2,0,2,0,0,1,1,3,40.2,2670,0
2699,1,0,0,0,18,1,0,1,0,2,2,0,2,2,0,0,1,101.3,806,0
2700,1,0,1,0,18,1,2,0,0,2,0,0,0,0,0,0,1,56.8,89,0
2701,1,0,1,0,18,1,0,1,0,0,2,2,0,0,0,0,2,78.2,511,0
2702,1,0,1,1,18,1,0,1,0,0,0,2,0,2,0,1,2,85.6,642,0
2703,1,0,1,0,18,1,0,0,0,0,0,0,0,0,0,1,0,44.35,2793,0
2704,0,0,1,1,18,1,0,2,1,1,1,1,1,1,0,0,3,20.45,1714,0
2705,0,0,0,1,18,1,2,2,1,1,1,1,1,1,2,0,1,25.3,2035,0
2706,1,0,1,0,18,1,2,1,0,0,0,0,2,2,0,1,2,94.75,724,0
2707,1,0,0,0,18,0,1,0,2,0,2,0,0,0,0,0,3,33.6,2320,0
2708,1,0,0,0,18,1,0,0,2,0,2,2,2,0,0,1,2,68.35,327,0
2709,0,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,19.65,1817,0
2710,0,0,0,0,72,1,2,1,0,0,2,2,2,2,2,1,1,107.5,2826,0
2711,0,0,1,0,18,0,1,0,0,0,2,0,2,0,0,1,2,39.05,2556,1
2712,1,0,0,0,18,0,1,0,0,2,2,0,0,0,0,1,1,33.5,2429,1
2713,1,0,1,1,18,1,0,0,0,0,2,0,0,2,0,0,2,57.45,3158,1
2714,0,0,0,0,18,1,2,1,0,0,0,2,0,2,0,1,2,90.1,654,1
2715,0,0,1,1,18,1,0,0,0,0,2,2,0,0,1,1,1,54.4,3117,0
2716,0,0,0,0,18,1,0,1,0,0,0,0,0,0,0,1,2,69.8,246,0
2717,0,0,0,1,18,0,1,0,0,0,0,0,0,2,0,1,2,35.0,2330,1
2718,1,0,0,1,18,1,0,0,0,0,0,0,0,0,0,1,1,45.65,2746,0
2719,1,0,1,1,18,0,1,0,0,0,0,0,0,0,0,0,1,25.55,2071,0
2720,0,1,0,0,18,1,2,1,0,2,0,2,0,0,0,1,2,85.45,544,1
2721,0,0,0,0,29,1,0,0,2,0,2,2,0,0,1,0,1,58.0,747,0
2722,0,0,0,0,18,1,2,0,0,0,0,0,0,0,0,1,2,50.3,3048,0
2723,0,0,0,0,18,1,2,1,0,0,0,2,2,0,0,1,2,88.35,675,1
2724,1,0,0,0,12,1,2,1,0,0,0,0,2,2,0,0,2,94.55,195,0
2725,1,0,0,0,33,0,1,0,0,2,0,0,2,0,1,1,2,39.1,340,0
2726,0,0,0,0,18,0,1,0,0,0,2,2,0,0,0,1,2,35.2,2443,0
2727,0,1,1,0,1,1,2,1,0,0,2,0,2,2,0,1,2,100.8,4,1
2728,0,0,1,0,18,1,0,0,0,0,0,2,0,0,0,1,3,50.3,3039,0
2729,1,0,1,0,18,1,2,1,2,0,0,0,2,2,0,1,2,99.4,759,1
2730,1,1,1,0,18,1,0,0,2,0,0,0,0,2,0,1,1,59.1,15,0
2731,0,0,0,0,54,1,2,1,0,0,2,2,0,2,2,1,0,95.1,2200,0
2732,1,0,0,0,22,1,2,0,2,2,0,0,0,0,0,0,2,59.0,277,1
2733,1,0,1,1,18,1,0,1,2,0,2,0,2,0,0,1,3,87.9,539,0
2734,0,0,1,0,19,1,2,1,0,2,0,0,0,2,0,1,2,89.1,665,0
2735,0,0,1,1,19,0,1,0,0,0,0,0,0,0,0,1,3,24.85,1949,0
2736,0,0,1,0,19,1,0,1,0,0,2,0,2,2,0,1,2,96.8,760,0
2737,1,0,0,1,19,1,2,2,1,1,1,1,1,1,0,1,1,24.1,1964,0
2738,1,0,1,1,19,1,2,0,0,0,0,0,0,0,0,0,1,50.1,3046,0
2739,1,0,0,0,19,1,0,2,1,1,1,1,1,1,2,1,3,19.95,1764,0
2740,1,0,1,1,19,1,0,2,1,1,1,1,1,1,1,0,3,19.9,1716,0
2741,1,0,0,0,19,1,2,1,0,2,0,0,2,2,0,1,2,99.95,940,1
2742,0,0,0,0,40,1,2,1,0,2,2,0,2,0,0,1,0,93.4,1769,0
2743,1,0,0,0,66,1,2,1,0,2,0,0,0,2,0,0,1,89.4,2424,0
2744,0,0,0,1,19,1,0,0,0,0,0,2,0,0,0,0,3,48.8,3113,0
2745,0,0,0,0,19,1,0,0,0,0,0,0,0,2,0,1,2,56.2,110,0
2746,0,1,1,0,19,1,2,1,0,0,0,0,2,2,0,1,2,94.95,777,0
2747,1,0,0,0,19,1,0,2,1,1,1,1,1,1,1,1,1,19.7,1798,0
2748,1,0,1,0,19,1,2,1,2,2,0,2,0,0,0,1,1,88.8,704,0
2749,0,0,0,1,19,1,0,2,1,1,1,1,1,1,2,0,3,20.5,1835,0
2750,0,0,0,0,9,1,0,1,2,0,0,0,0,0,0,1,1,74.25,2506,1
2751,0,1,0,0,19,1,0,1,2,2,0,2,2,2,0,1,3,105.0,1010,0
2752,0,0,1,0,19,1,2,1,0,0,2,0,0,2,0,0,3,89.65,778,1
2753,0,1,0,0,17,1,0,1,0,2,2,0,2,0,0,1,2,89.15,529,1
2754,0,0,0,0,14,1,2,1,0,0,2,0,0,0,0,1,2,80.45,86,1
2755,1,0,0,0,19,1,0,1,0,2,0,0,0,0,0,1,1,73.85,464,1
2756,1,0,1,1,36,1,2,2,1,1,1,1,1,1,2,0,1,25.1,3078,0
2757,0,0,0,1,19,1,2,0,2,2,0,2,2,0,0,1,3,75.9,403,0
2758,0,0,1,1,60,1,0,0,0,2,2,2,2,2,2,1,0,80.6,2163,0
2759,0,0,1,1,19,1,0,2,1,1,1,1,1,1,0,0,3,20.2,1786,0
2760,0,0,0,0,19,1,0,2,1,1,1,1,1,1,1,0,1,20.25,1789,0
2761,0,0,1,1,19,1,0,0,0,0,2,0,0,0,0,1,0,49.6,3126,0
2762,1,0,1,1,19,1,0,1,0,2,0,2,2,2,1,0,0,100.0,888,1
2763,1,0,0,0,19,1,0,1,0,0,0,2,0,2,1,1,1,87.7,741,0
2764,1,1,1,0,29,1,2,1,0,0,2,0,2,2,0,1,2,98.5,1530,1
2765,0,0,0,0,19,1,0,1,2,0,2,2,2,2,0,1,2,106.6,941,1
2766,1,0,0,1,19,0,1,0,0,0,0,0,0,0,0,1,1,25.35,2353,0
2767,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.55,2843,1
2768,1,0,0,0,19,1,2,1,2,0,2,0,0,0,0,1,2,84.75,693,0
2769,1,0,0,0,19,1,0,1,0,0,2,2,2,0,0,0,3,89.95,713,0
2770,0,0,1,0,19,1,0,1,2,0,0,0,0,0,0,1,2,73.2,484,1
2771,1,0,0,0,56,1,2,1,2,2,0,0,0,0,0,1,2,86.4,2156,0
2772,0,0,1,1,19,1,2,2,1,1,1,1,1,1,2,1,0,24.9,2070,0
2773,1,0,0,0,19,1,0,2,1,1,1,1,1,1,2,0,3,19.65,1719,0
2774,0,0,0,0,19,1,2,0,0,0,2,0,0,0,0,1,3,56.1,39,0
2775,1,0,0,0,19,1,0,1,0,2,2,0,0,0,0,1,2,78.25,527,1
2776,0,0,1,1,19,1,2,1,0,0,0,2,0,2,1,1,0,89.35,715,0
2777,0,0,0,0,42,1,0,0,2,2,0,2,0,2,1,1,3,67.7,1478,0
2778,1,0,1,1,19,1,0,2,1,1,1,1,1,1,0,0,3,20.6,1889,0
2779,0,0,1,0,19,1,0,0,0,0,0,0,0,0,0,0,3,44.9,2937,0
2780,1,0,0,0,19,0,1,0,0,0,2,0,2,0,0,1,2,39.65,2711,1
2781,1,0,0,1,19,1,0,2,1,1,1,1,1,1,0,1,2,20.0,1770,0
2782,0,0,0,0,19,1,2,2,1,1,1,1,1,1,0,0,0,24.7,2064,0
2783,1,1,0,0,19,1,2,1,0,0,2,0,0,0,0,1,2,79.85,518,1
2784,0,0,0,0,6,1,0,0,2,2,0,0,0,0,0,0,2,56.25,1805,1
2785,0,1,1,0,26,1,2,1,0,0,2,0,2,2,0,1,0,98.1,1337,0
2786,0,0,0,0,19,1,2,1,2,2,0,0,0,2,0,1,2,95.15,800,1
2787,0,0,0,0,15,1,2,0,0,0,0,0,0,0,0,1,2,49.1,2575,1
2788,1,0,1,1,19,1,0,2,1,1,1,1,1,1,2,0,3,20.2,1799,0
2789,1,0,0,0,19,1,2,0,0,0,0,0,2,2,0,0,3,69.6,424,0
2790,0,0,1,1,19,1,0,2,1,1,1,1,1,1,2,0,3,20.15,1800,0
2791,1,1,0,0,4,0,1,0,0,2,0,0,2,2,0,1,1,50.95,1043,0
2792,0,1,1,0,72,1,2,0,2,2,2,2,2,2,2,0,1,89.1,2500,0
2793,0,0,1,0,19,1,2,1,0,0,0,0,2,0,0,1,2,86.85,608,0
2794,0,0,1,1,52,1,2,2,1,1,1,1,1,1,2,1,0,25.05,296,0
2795,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,44.65,1601,0
2796,1,0,0,0,19,1,2,0,0,0,2,2,0,0,0,0,2,59.55,162,0
2797,1,0,1,1,19,1,0,0,2,0,0,0,0,0,1,1,0,48.95,3115,0
2798,1,0,1,1,19,1,0,2,1,1,1,1,1,1,1,0,3,19.8,1675,0
2799,1,1,0,0,19,1,2,1,2,0,0,0,2,0,0,1,2,90.6,699,1
2800,1,0,0,0,19,1,2,1,0,0,0,0,0,2,0,1,0,86.0,573,1
2801,1,0,1,1,19,1,2,1,0,0,0,2,2,2,1,1,2,100.95,878,1
2802,1,0,1,1,19,1,2,1,0,0,2,2,2,2,0,0,2,103.3,1015,1
2803,0,0,0,1,19,1,0,0,2,2,2,0,0,0,0,1,2,60.6,325,0
2804,0,1,1,0,55,1,0,1,0,0,2,2,2,0,2,0,1,88.8,2113,0
2805,1,0,0,1,19,1,0,2,1,1,1,1,1,1,2,0,1,20.85,2068,0
2806,1,1,1,0,19,1,0,0,2,0,2,0,2,0,0,0,0,66.4,310,0
2807,1,0,1,0,20,1,0,0,2,0,0,2,0,2,1,1,3,64.15,300,0
2808,1,0,1,0,20,1,0,1,0,0,0,0,2,2,0,1,3,89.0,833,1
2809,0,0,1,1,20,1,2,1,0,2,2,0,2,2,0,1,0,105.85,1158,1
2810,1,0,1,1,20,1,0,1,0,0,0,0,0,0,0,1,2,70.45,517,1
2811,0,0,1,0,20,1,0,2,1,1,1,1,1,1,1,0,3,20.35,1823,0
2812,1,0,1,0,44,1,2,1,2,0,2,0,0,0,0,1,1,84.8,1731,0
2813,1,0,1,1,68,1,2,1,2,2,2,2,2,2,2,1,2,113.15,2827,1
2814,1,1,1,0,20,1,2,1,0,2,0,2,2,2,0,0,2,107.05,1103,0
2815,1,0,0,0,20,1,0,2,1,1,1,1,1,1,0,0,3,19.4,1893,0
2816,1,0,1,1,8,1,0,2,1,1,1,1,1,1,0,1,3,19.35,559,0
2817,0,0,0,0,11,1,2,0,0,0,0,0,0,2,0,1,3,58.95,2431,0
2818,1,1,0,0,20,1,0,1,0,0,0,0,0,0,0,0,1,71.3,413,1
2819,1,0,1,1,20,1,0,1,0,0,0,0,2,2,0,1,2,90.2,785,1
2820,0,0,1,1,49,1,0,0,2,2,2,2,2,2,1,1,3,87.2,1950,0
2821,0,1,1,0,20,1,0,1,0,0,0,0,2,2,1,1,0,91.0,865,0
2822,0,1,0,0,20,1,0,1,0,0,0,0,2,0,0,0,0,80.7,656,0
2823,1,0,0,0,20,1,0,2,1,1,1,1,1,1,1,1,3,19.7,1895,0
2824,0,0,1,1,20,1,2,1,0,0,2,2,0,2,0,1,0,95.5,929,0
2825,1,0,1,0,50,1,2,1,2,0,2,0,2,2,1,1,2,103.95,2242,0
2826,1,1,1,0,20,1,0,1,0,2,0,0,0,0,0,1,2,73.65,509,1
2827,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,1,2,44.35,3065,0
2828,1,0,1,1,7,0,1,0,2,2,2,0,0,0,2,0,3,38.55,1459,0
2829,0,0,1,0,20,0,1,0,0,0,0,0,0,0,0,1,2,24.45,2118,1
2830,1,1,0,0,20,1,0,0,2,0,0,2,0,0,1,0,3,54.0,59,0
2831,0,1,1,0,20,1,2,1,0,0,2,0,2,0,0,0,2,90.8,954,1
2832,0,0,0,0,26,1,0,1,0,0,0,0,2,2,0,1,0,88.8,1184,1
2833,1,0,0,0,20,1,2,1,0,0,0,2,2,2,0,1,3,98.55,1027,0
2834,1,0,0,0,20,1,0,0,2,0,2,0,0,2,0,0,1,64.4,428,0
2835,1,0,1,0,20,1,0,2,1,1,1,1,1,1,1,0,3,20.65,1901,0
2836,0,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,2,19.35,287,0
2837,1,0,1,1,20,1,2,1,0,2,0,2,2,0,0,0,3,96.8,837,0
2838,1,0,1,1,20,1,0,0,0,0,2,0,0,0,0,1,2,49.6,3087,0
2839,0,0,1,1,20,1,0,2,1,1,1,1,1,1,1,0,0,19.7,1826,0
2840,1,0,0,0,20,1,0,1,0,0,0,0,2,0,0,0,2,78.8,681,0
2841,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,71.1,2661,0
2842,0,0,1,1,20,1,0,2,1,1,1,1,1,1,0,0,2,20.0,1902,0
2843,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.15,1416,1
2844,1,0,0,0,10,1,0,1,2,2,2,0,2,2,0,1,2,104.4,99,1
2845,0,0,0,0,20,1,2,0,0,2,0,2,0,2,0,1,1,68.9,398,0
2846,1,0,0,0,20,1,2,0,2,0,0,2,0,0,0,0,0,59.2,215,0
2847,0,0,1,0,20,1,0,2,1,1,1,1,1,1,0,0,0,19.25,1768,0
2848,0,0,1,1,20,1,0,2,1,1,1,1,1,1,0,0,3,20.05,1862,0
2849,1,0,0,0,20,1,0,0,0,2,0,0,0,0,0,1,3,51.8,28,0
2850,1,0,0,0,20,1,2,1,0,0,2,0,2,0,0,1,2,88.7,779,1
2851,1,0,0,0,20,0,1,0,2,2,2,2,2,0,0,1,1,55.0,187,0
2852,1,0,0,1,13,1,0,1,0,0,0,0,2,0,0,1,1,78.3,40,0
2853,1,0,0,1,5,1,0,2,1,1,1,1,1,1,0,0,3,20.2,2922,0
2854,1,0,0,0,20,1,2,1,0,0,2,0,2,0,0,1,1,90.7,794,0
2855,1,0,1,1,20,0,1,0,2,0,2,2,0,0,2,1,1,39.4,2911,0
2856,1,0,0,0,11,0,1,0,0,2,0,2,0,0,0,1,2,35.65,1930,0
2857,0,0,0,0,20,1,0,2,1,1,1,1,1,1,2,0,3,19.7,1863,0
2858,0,1,0,0,20,1,2,1,0,2,2,0,0,2,0,1,2,94.1,795,1
2859,0,0,0,0,20,1,0,2,1,1,1,1,1,1,0,1,1,18.9,1685,0
2860,1,0,0,0,20,1,0,0,0,0,0,2,0,0,0,0,3,50.0,7,0
2861,1,1,0,0,20,1,2,1,0,0,0,0,2,0,0,1,2,84.35,763,0
2862,1,1,1,1,20,1,0,1,2,0,2,2,0,2,1,0,1,94.3,831,0
2863,1,0,1,1,20,1,0,2,1,1,1,1,1,1,2,0,3,20.05,1843,0
2864,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,1,24.9,2197,0
2865,0,0,1,0,20,1,0,1,0,0,2,2,0,0,0,1,3,81.0,714,0
2866,1,1,1,0,20,1,2,1,0,0,0,0,2,2,0,1,2,94.55,894,1
2867,1,1,0,0,20,1,2,1,0,0,2,0,2,2,0,1,2,98.55,851,1
2868,1,1,0,0,20,1,0,1,0,0,0,0,2,2,0,0,2,89.95,686,0
2869,1,0,0,0,20,1,2,0,0,2,0,2,2,0,1,1,2,68.7,455,0
2870,0,0,1,1,20,1,2,0,2,0,0,0,2,2,1,0,0,76.0,628,0
2871,0,0,1,0,53,1,0,1,2,2,2,0,2,2,1,1,0,106.1,2378,1
2872,0,1,0,0,20,1,2,1,2,0,0,0,0,0,0,1,2,79.15,561,1
2873,0,0,1,0,20,1,2,1,2,0,0,0,0,0,0,0,2,82.4,634,1
2874,1,0,0,1,20,1,0,2,1,1,1,1,1,1,0,1,2,19.4,1766,1
2875,0,0,1,0,20,1,0,2,1,1,1,1,1,1,1,1,3,20.0,1899,0
2876,1,0,0,0,36,1,0,2,1,1,1,1,1,1,1,1,1,20.35,2621,0
2877,0,1,0,0,20,1,2,0,0,0,0,0,0,2,0,1,3,61.6,196,1
2878,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,2,76.1,1367,0
2879,0,0,0,0,21,1,0,1,0,2,2,2,2,2,1,1,3,104.55,1157,0
2880,0,0,0,1,21,0,1,0,2,2,2,2,2,0,2,0,3,53.15,207,0
2881,1,0,0,0,21,1,0,2,1,1,1,1,1,1,1,1,3,20.35,1922,0
2882,0,0,1,0,21,0,1,0,2,0,0,0,0,0,0,0,2,28.5,2481,0
2883,0,0,1,0,21,1,0,1,0,0,0,2,2,0,0,1,2,86.05,832,0
2884,1,0,0,0,21,1,2,1,0,2,0,0,0,0,0,1,2,82.35,860,1
2885,0,0,1,0,21,1,2,1,0,0,0,0,0,2,0,1,2,86.5,820,1
2886,1,0,1,1,21,1,2,1,0,2,2,0,2,2,0,0,2,104.4,1091,1
2887,0,0,1,0,21,1,0,0,2,0,2,2,2,2,1,0,3,80.9,737,0
2888,1,1,0,0,21,1,0,0,0,0,2,0,2,0,0,1,0,60.05,259,1
2889,0,1,0,0,21,1,2,1,0,0,0,0,2,2,0,1,0,95.4,1024,0
2890,1,1,0,0,21,1,2,1,0,2,2,0,2,2,0,1,2,104.35,1181,0
2891,1,0,0,1,21,1,2,1,2,0,0,0,0,0,0,0,2,80.35,765,0
2892,1,1,1,0,21,1,0,1,0,0,2,0,2,0,0,0,0,86.55,863,0
2893,1,0,1,0,21,1,0,0,0,0,0,0,2,0,0,0,0,54.6,139,0
2894,0,1,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,74.9,1597,1
2895,0,0,1,1,21,1,0,1,0,2,2,2,2,2,0,1,2,102.8,1074,1
2896,0,0,0,1,26,1,2,0,0,0,0,0,0,0,0,1,3,49.5,289,0
2897,1,0,0,0,21,1,0,0,2,0,2,0,2,0,0,0,0,65.35,463,0
2898,1,0,0,0,21,1,2,1,0,0,0,0,0,0,0,0,3,75.3,615,0
2899,1,0,0,0,21,1,0,2,1,1,1,1,1,1,0,0,3,20.0,1903,0
2900,0,0,0,1,21,1,0,2,1,1,1,1,1,1,0,0,3,20.75,2023,0
2901,0,0,0,0,21,1,0,2,1,1,1,1,1,1,2,1,1,20.85,1952,0
2902,1,0,1,1,21,1,2,0,2,0,0,0,2,2,1,1,0,75.9,589,0
2903,1,0,0,0,16,1,2,0,0,2,0,0,0,0,0,0,2,55.3,2998,0
2904,1,1,1,0,21,1,0,1,0,0,0,0,0,0,0,1,2,69.1,520,1
2905,0,0,0,0,21,1,2,1,0,0,0,0,2,2,0,1,2,97.35,1076,1
2906,0,0,1,1,21,0,1,0,2,0,2,0,2,2,1,1,2,55.95,179,1
2907,0,0,1,1,21,1,0,1,0,2,0,0,0,0,0,1,0,74.05,609,1
2908,0,0,0,0,21,1,0,1,0,2,2,0,0,2,0,1,2,90.05,869,0
2909,0,0,0,0,21,1,0,0,2,2,0,2,2,0,2,0,1,71.05,565,0
2910,1,0,0,0,59,1,0,2,1,1,1,1,1,1,2,0,3,19.35,114,1
2911,1,0,0,1,21,1,2,2,1,1,1,1,1,1,0,0,3,24.7,2067,0
2912,0,0,0,0,15,1,2,1,0,2,0,0,2,2,0,1,2,100.15,452,0
2913,1,0,0,0,2,1,0,1,0,0,2,0,2,2,0,1,2,95.85,967,1
2914,0,0,0,0,21,1,0,0,2,0,2,2,0,0,1,1,2,60.25,281,0
2915,0,0,1,1,67,1,2,1,2,0,0,2,2,2,2,0,1,106.7,2647,0
2916,1,0,0,0,21,1,2,1,0,0,0,0,0,0,0,1,2,73.7,599,0
2917,1,0,1,0,49,1,0,1,0,0,2,2,2,2,1,1,1,99.25,2155,0
2918,1,0,1,1,21,0,1,0,0,0,0,0,0,0,0,1,2,26.05,2352,0
2919,1,0,0,1,21,1,0,2,1,1,1,1,1,1,2,0,3,19.6,1831,0
2920,0,0,1,0,21,1,2,1,0,0,0,0,2,2,0,1,2,94.3,949,0
2921,0,0,1,1,21,1,0,0,0,0,0,0,0,0,0,1,2,44.95,3064,0
2922,0,0,1,0,21,1,2,1,2,0,2,0,2,2,0,1,2,103.9,1170,1
2923,0,0,0,0,7,1,0,1,0,0,0,0,2,0,0,1,2,79.7,2399,1
2924,1,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,1,25.35,854,0
2925,1,0,1,1,21,1,2,0,2,2,0,2,2,0,1,0,3,77.5,667,1
2926,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,50.15,2174,0
2927,1,0,0,0,21,1,0,2,1,1,1,1,1,1,0,0,1,20.5,1854,0
2928,1,1,1,0,4,0,1,0,0,0,2,0,0,0,0,1,2,29.9,200,0
2929,1,1,1,0,21,1,0,0,2,2,0,0,0,2,0,1,0,64.95,361,0
2930,1,0,0,0,21,1,0,2,1,1,1,1,1,1,2,0,3,19.6,1815,0
2931,0,0,0,0,21,1,2,1,0,2,0,0,2,2,0,1,1,99.85,982,0
2932,0,0,1,0,21,1,2,1,2,0,2,0,2,2,0,1,0,104.4,1133,1
2933,1,0,0,1,39,1,2,2,1,1,1,1,1,1,2,0,3,25.0,8,0
2934,1,0,1,0,21,1,2,1,0,0,2,2,2,2,0,1,2,106.1,1164,1
2935,1,0,0,1,21,1,0,0,0,0,0,0,0,0,0,0,3,45.65,3150,0
2936,1,0,0,0,21,1,2,1,2,0,2,0,2,2,0,0,3,103.85,1144,0
2937,0,0,1,1,24,1,0,2,1,1,1,1,1,1,2,1,3,19.7,2160,0
2938,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,45.65,924,1
2939,1,0,0,0,21,0,1,0,0,2,0,2,0,0,0,1,3,36.0,2818,0
2940,0,1,1,0,21,1,2,0,0,2,2,0,0,2,1,0,0,71.7,530,0
2941,0,0,0,0,5,1,0,1,0,0,0,2,0,0,0,1,3,75.65,1837,0
2942,1,0,0,1,25,1,0,2,1,1,1,1,1,1,0,0,3,20.8,2053,0
2943,1,0,0,0,22,1,2,1,0,0,0,0,0,2,0,0,2,83.05,809,0
2944,1,0,1,1,22,1,0,0,2,2,0,2,0,0,0,1,3,57.95,298,0
2945,0,0,1,1,22,1,0,0,2,2,2,0,0,0,0,0,3,61.15,459,1
2946,0,0,0,0,1,1,2,0,0,0,0,0,0,2,0,1,2,60.15,2427,1
2947,0,0,1,1,22,1,0,0,0,2,0,2,0,0,0,0,2,55.15,224,1
2948,0,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,0,20.75,2024,0
2949,0,0,0,0,22,1,2,1,0,0,0,2,2,0,0,1,2,90.0,985,1
2950,1,0,0,0,2,1,2,0,0,2,0,0,0,0,0,1,3,54.4,159,1
2951,1,0,1,1,22,1,2,1,0,0,2,0,2,0,0,1,2,88.75,884,0
2952,1,0,0,0,22,1,0,1,0,2,0,0,2,2,0,1,3,93.2,1090,0
2953,1,0,1,0,22,1,0,0,2,0,0,2,0,0,0,1,2,54.2,173,1
2954,0,0,0,0,20,1,2,1,2,0,0,0,2,0,0,1,0,89.1,879,0
2955,0,0,1,1,22,1,0,0,0,2,0,0,2,2,1,1,0,69.5,531,1
2956,0,0,0,0,22,0,1,0,0,0,2,0,2,2,0,1,2,50.6,87,0
2957,1,0,1,0,22,1,0,1,2,2,0,2,2,2,0,1,2,104.6,1108,0
2958,1,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,3,19.95,1944,0
